Gene stable ID	Gene name	Gene description
ENSG00000228799	LINC01939	long intergenic non-protein coding RNA 1939 [Source:HGNC Symbol;Acc:HGNC:52762]
ENSG00000144354	CDCA7	cell division cycle associated 7 [Source:HGNC Symbol;Acc:HGNC:14628]
ENSG00000204438	GPANK1	G-patch domain and ankyrin repeats 1 [Source:HGNC Symbol;Acc:HGNC:13920]
ENSG00000272758	RP11-299J3.8	
ENSG00000268545	VN1R107P	vomeronasal 1 receptor 107 pseudogene [Source:HGNC Symbol;Acc:HGNC:37431]
ENSG00000268163	AC004076.9	
ENSG00000272799	RP11-474N24.6	
ENSG00000105732	ZNF574	zinc finger protein 574 [Source:HGNC Symbol;Acc:HGNC:26166]
ENSG00000188086	PRSS45	protease, serine 45 [Source:HGNC Symbol;Acc:HGNC:30717]
ENSG00000178201	VN1R1	vomeronasal 1 receptor 1 [Source:HGNC Symbol;Acc:HGNC:13548]
ENSG00000240005	RP11-293A21.1	
ENSG00000213638	ADAT3	adenosine deaminase, tRNA specific 3 [Source:HGNC Symbol;Acc:HGNC:25151]
ENSG00000154620	TMSB4Y	thymosin beta 4, Y-linked [Source:HGNC Symbol;Acc:HGNC:11882]
ENSG00000114030	KPNA1	karyopherin subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:6394]
ENSG00000186230	ZNF749	zinc finger protein 749 [Source:HGNC Symbol;Acc:HGNC:32783]
ENSG00000238013	RP11-427P5.2	
ENSG00000261603	PRSS46	protease, serine 46 [Source:HGNC Symbol;Acc:HGNC:37325]
ENSG00000164742	ADCY1	adenylate cyclase 1 [Source:HGNC Symbol;Acc:HGNC:232]
ENSG00000126895	AVPR2	arginine vasopressin receptor 2 [Source:HGNC Symbol;Acc:HGNC:897]
ENSG00000227500	SCAMP4	secretory carrier membrane protein 4 [Source:HGNC Symbol;Acc:HGNC:30385]
ENSG00000186272	ZNF17	zinc finger protein 17 [Source:HGNC Symbol;Acc:HGNC:12958]
ENSG00000228205	RP11-778D9.4	
ENSG00000105737	GRIK5	glutamate ionotropic receptor kainate type subunit 5 [Source:HGNC Symbol;Acc:HGNC:4583]
ENSG00000206549	PRSS50	protease, serine 50 [Source:HGNC Symbol;Acc:HGNC:17910]
ENSG00000230164	MAS1LP1	MAS1L pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:33448]
ENSG00000145198	VWA5B2	von Willebrand factor A domain containing 5B2 [Source:HGNC Symbol;Acc:HGNC:25144]
ENSG00000100814	CCNB1IP1	cyclin B1 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:19437]
ENSG00000141391	PRELID3A	PRELI domain containing 3A [Source:HGNC Symbol;Acc:HGNC:24639]
ENSG00000232930	AC083864.3	
ENSG00000226074	PRSS44	protease, serine 44 [Source:HGNC Symbol;Acc:HGNC:37324]
ENSG00000235277	AF127577.8	
ENSG00000254921	RP11-236J17.6	
ENSG00000235609	AF127936.9	
ENSG00000205745	AC083864.4	
ENSG00000241106	HLA-DOB	major histocompatibility complex, class II, DO beta [Source:HGNC Symbol;Acc:HGNC:4937]
ENSG00000111641	NOP2	NOP2 nucleolar protein [Source:HGNC Symbol;Acc:HGNC:7867]
ENSG00000160179	ABCG1	ATP binding cassette subfamily G member 1 [Source:HGNC Symbol;Acc:HGNC:73]
ENSG00000261184	RP11-196O2.1	
ENSG00000228815	MARK2P13	microtubule affinity regulating kinase 2 pseudogene 13 [Source:HGNC Symbol;Acc:HGNC:39804]
ENSG00000188716	DUPD1	dual specificity phosphatase and pro isomerase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:23481]
ENSG00000102030	NAA10	N(alpha)-acetyltransferase 10, NatA catalytic subunit [Source:HGNC Symbol;Acc:HGNC:18704]
ENSG00000180530	NRIP1	nuclear receptor interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:8001]
ENSG00000271117	RP11-377H23.1	
ENSG00000265743	RP11-848P1.3	
ENSG00000108175	ZMIZ1	zinc finger MIZ-type containing 1 [Source:HGNC Symbol;Acc:HGNC:16493]
ENSG00000237882	PPIAP13	peptidylprolyl isomerase A pseudogene 13 [Source:HGNC Symbol;Acc:HGNC:9266]
ENSG00000124818	OPN5	opsin 5 [Source:HGNC Symbol;Acc:HGNC:19992]
ENSG00000226406	RBMX2P1	RNA binding motif protein, X-linked 2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:39923]
ENSG00000115221	ITGB6	integrin subunit beta 6 [Source:HGNC Symbol;Acc:HGNC:6161]
ENSG00000173638	SLC19A1	solute carrier family 19 member 1 [Source:HGNC Symbol;Acc:HGNC:10937]
ENSG00000229047	AF127577.10	
ENSG00000228770	AC007327.6	
ENSG00000231201	AF127577.11	
ENSG00000119865	CNRIP1	cannabinoid receptor interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:24546]
ENSG00000233866	LA16c-4G1.3	
ENSG00000122547	EEPD1	endonuclease/exonuclease/phosphatase family domain containing 1 [Source:HGNC Symbol;Acc:HGNC:22223]
ENSG00000250264	XXbac-BPG246D15.9	
ENSG00000225293	ABCD1P4	ATP binding cassette subfamily D member 1 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:65]
ENSG00000226160	LA16c-17H1.3	
ENSG00000229658	PABPC1P9	poly(A) binding protein cytoplasmic 1 pseudogene 9 [Source:HGNC Symbol;Acc:HGNC:37991]
ENSG00000204267	TAP2	transporter 2, ATP binding cassette subfamily B member [Source:HGNC Symbol;Acc:HGNC:44]
ENSG00000227367	SLC9B1P4	solute carrier family 9 member B1 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:43583]
ENSG00000260978	MKRN3-AS1	MKRN3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:12910]
ENSG00000175182	FAM131A	family with sequence similarity 131 member A [Source:HGNC Symbol;Acc:HGNC:28308]
ENSG00000259413	RP11-5O23.1	
ENSG00000186891	TNFRSF18	TNF receptor superfamily member 18 [Source:HGNC Symbol;Acc:HGNC:11914]
ENSG00000179455	MKRN3	makorin ring finger protein 3 [Source:HGNC Symbol;Acc:HGNC:7114]
ENSG00000235969	CHEK2P4	checkpoint kinase 2 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:43580]
ENSG00000051382	PIK3CB	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta [Source:HGNC Symbol;Acc:HGNC:8976]
ENSG00000233955	AHCYP3	adenosylhomocysteinase pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:44995]
ENSG00000187474	FPR3	formyl peptide receptor 3 [Source:HGNC Symbol;Acc:HGNC:3828]
ENSG00000258556	CTD-2568P8.1	
ENSG00000226334	RP11-217B7.2	
ENSG00000217716	RPS10P3	ribosomal protein S10 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:23684]
ENSG00000241859	ANOS2P	anosmin 2, pseudogene [Source:HGNC Symbol;Acc:HGNC:6214]
ENSG00000229679	AC007327.5	
ENSG00000225385	RP11-350E12.4	
ENSG00000268095	ZNF649-AS1	ZNF649 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:51285]
ENSG00000263733	RP11-47G4.1	
ENSG00000165029	ABCA1	ATP binding cassette subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:29]
ENSG00000251484	RP5-1065J22.4	
ENSG00000198093	ZNF649	zinc finger protein 649 [Source:HGNC Symbol;Acc:HGNC:25741]
ENSG00000260207	DUX4L47	double homeobox 4 like 47 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:51785]
ENSG00000233730	LINC01765	long intergenic non-protein coding RNA 1765 [Source:HGNC Symbol;Acc:HGNC:52555]
ENSG00000260676	LINC01541	long intergenic non-protein coding RNA 1541 [Source:HGNC Symbol;Acc:HGNC:51309]
ENSG00000256642	LINC00273	long intergenic non-protein coding RNA 273 [Source:HGNC Symbol;Acc:HGNC:38595]
ENSG00000251603	RP11-164P12.4	
ENSG00000228035	RP4-663N10.1	
ENSG00000134259	NGF	nerve growth factor [Source:HGNC Symbol;Acc:HGNC:7808]
ENSG00000136574	GATA4	GATA binding protein 4 [Source:HGNC Symbol;Acc:HGNC:4173]
ENSG00000269483	LLNLF-191C12.1	
ENSG00000264456	RP11-848P1.2	
ENSG00000161835	GRASP	general receptor for phosphoinositides 1 associated scaffold protein [Source:HGNC Symbol;Acc:HGNC:18707]
ENSG00000248869	RP11-138I17.1	
ENSG00000264743	DPRXP4	divergent-paired related homeobox pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:32170]
ENSG00000181481	RNF135	ring finger protein 135 [Source:HGNC Symbol;Acc:HGNC:21158]
ENSG00000250341	RP11-785F11.1	
ENSG00000101558	VAPA	VAMP associated protein A [Source:HGNC Symbol;Acc:HGNC:12648]
ENSG00000161551	ZNF577	zinc finger protein 577 [Source:HGNC Symbol;Acc:HGNC:28673]
ENSG00000227674	LINC00355	long intergenic non-protein coding RNA 355 [Source:HGNC Symbol;Acc:HGNC:27061]
ENSG00000111276	CDKN1B	cyclin dependent kinase inhibitor 1B [Source:HGNC Symbol;Acc:HGNC:1785]
ENSG00000214269	LGMNP1	legumain pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:23079]
ENSG00000236620	XKRYP3	XK related, Y-linked pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:23910]
ENSG00000259169	GNRHR2P1	GNRHR2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:39424]
ENSG00000183535	COL18A1-AS1	COL18A1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:23132]
ENSG00000258764	RP11-1042B17.4	
ENSG00000225365	AC078942.1	
ENSG00000152402	GUCY1A2	guanylate cyclase 1 soluble subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:4684]
ENSG00000213252	RP11-819M15.1	
ENSG00000215900	SELENOWP1	selenoprotein W pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:10753]
ENSG00000166573	GALR1	galanin receptor 1 [Source:HGNC Symbol;Acc:HGNC:4132]
ENSG00000254433	RP11-677I18.3	
ENSG00000060709	RIMBP2	RIMS binding protein 2 [Source:HGNC Symbol;Acc:HGNC:30339]
ENSG00000173918	C1QTNF1	C1q and tumor necrosis factor related protein 1 [Source:HGNC Symbol;Acc:HGNC:14324]
ENSG00000258548	LINC00645	long intergenic non-protein coding RNA 645 [Source:HGNC Symbol;Acc:HGNC:44299]
ENSG00000226332	RP11-157P1.4	
ENSG00000186628	FSD2	fibronectin type III and SPRY domain containing 2 [Source:HGNC Symbol;Acc:HGNC:18024]
ENSG00000242110	AMACR	alpha-methylacyl-CoA racemase [Source:HGNC Symbol;Acc:HGNC:451]
ENSG00000257279	RP11-231I16.1	
ENSG00000253115	RP11-6I2.4	
ENSG00000236475	TRIM26BP	tripartite motif containing 26B, pseudogene [Source:HGNC Symbol;Acc:HGNC:31338]
ENSG00000133019	CHRM3	cholinergic receptor muscarinic 3 [Source:HGNC Symbol;Acc:HGNC:1952]
ENSG00000231112	MTHFD2P3	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:48866]
ENSG00000220804	LINC01881	long intergenic non-protein coding RNA 1881 [Source:HGNC Symbol;Acc:HGNC:52700]
ENSG00000267166	RP11-527L4.9	
ENSG00000242703	CCT4P1	chaperonin containing TCP1 subunit 4 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:35151]
ENSG00000236018	RP4-814D15.1	
ENSG00000224629	RP5-1142J19.2	
ENSG00000236051	MYCBP2-AS1	MYCBP2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:41023]
ENSG00000229560	LYARP1	Ly1 antibody reactive pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:50747]
ENSG00000234857	HNRNPUL2-BSCL2	HNRNPUL2-BSCL2 readthrough (NMD candidate) [Source:HGNC Symbol;Acc:HGNC:49189]
ENSG00000230799	AC007279.2	
ENSG00000181830	SLC35C1	solute carrier family 35 member C1 [Source:HGNC Symbol;Acc:HGNC:20197]
ENSG00000255067	RP11-47J17.1	
ENSG00000130177	CDC16	cell division cycle 16 [Source:HGNC Symbol;Acc:HGNC:1720]
ENSG00000251575	C5orf64-AS1	C5orf64 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:52969]
ENSG00000242963	RP11-143E21.1	
ENSG00000253833	RP11-367E12.4	
ENSG00000111432	FZD10	frizzled class receptor 10 [Source:HGNC Symbol;Acc:HGNC:4039]
ENSG00000234446	AC068489.1	
ENSG00000236530	KPNA2P1	karyopherin subunit alpha 2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:52871]
ENSG00000058091	CDK14	cyclin dependent kinase 14 [Source:HGNC Symbol;Acc:HGNC:8883]
ENSG00000218986	RP1-137F1.3	
ENSG00000250906	RP11-632F7.3	
ENSG00000144711	IQSEC1	IQ motif and Sec7 domain 1 [Source:HGNC Symbol;Acc:HGNC:29112]
ENSG00000253932	RP11-10C8.2	
ENSG00000105793	GTPBP10	GTP binding protein 10 [Source:HGNC Symbol;Acc:HGNC:25106]
ENSG00000140986	RPL3L	ribosomal protein L3 like [Source:HGNC Symbol;Acc:HGNC:10351]
ENSG00000258685	CTD-2315A10.2	
ENSG00000270688	RP11-507D14.4	
ENSG00000203705	TATDN3	TatD DNase domain containing 3 [Source:HGNC Symbol;Acc:HGNC:27010]
ENSG00000225684	FAM225B	family with sequence similarity 225 member B (non-protein coding) [Source:HGNC Symbol;Acc:HGNC:21865]
ENSG00000142669	SH3BGRL3	SH3 domain binding glutamate rich protein like 3 [Source:HGNC Symbol;Acc:HGNC:15568]
ENSG00000234997	AC016745.3	
ENSG00000184741	OR5AQ1P	olfactory receptor family 5 subfamily AQ member 1 pseudogene [Source:HGNC Symbol;Acc:HGNC:15259]
ENSG00000187959	CPSF4L	cleavage and polyadenylation specific factor 4 like [Source:HGNC Symbol;Acc:HGNC:33632]
ENSG00000226340	AC105402.3	
ENSG00000118113	MMP8	matrix metallopeptidase 8 [Source:HGNC Symbol;Acc:HGNC:7175]
ENSG00000010322	NISCH	nischarin [Source:HGNC Symbol;Acc:HGNC:18006]
ENSG00000145681	HAPLN1	hyaluronan and proteoglycan link protein 1 [Source:HGNC Symbol;Acc:HGNC:2380]
ENSG00000137675	MMP27	matrix metallopeptidase 27 [Source:HGNC Symbol;Acc:HGNC:14250]
ENSG00000122741	DCAF10	DDB1 and CUL4 associated factor 10 [Source:HGNC Symbol;Acc:HGNC:23686]
ENSG00000269741	CTC-518B2.8	
ENSG00000165898	ISCA2	iron-sulfur cluster assembly 2 [Source:HGNC Symbol;Acc:HGNC:19857]
ENSG00000004766	VPS50	VPS50, EARP/GARPII complex subunit [Source:HGNC Symbol;Acc:HGNC:25956]
ENSG00000095981	KCNK16	potassium two pore domain channel subfamily K member 16 [Source:HGNC Symbol;Acc:HGNC:14464]
ENSG00000251184	RP11-101E3.5	
ENSG00000147912	FBXO10	F-box protein 10 [Source:HGNC Symbol;Acc:HGNC:13589]
ENSG00000115165	CYTIP	cytohesin 1 interacting protein [Source:HGNC Symbol;Acc:HGNC:9506]
ENSG00000101181	MTG2	mitochondrial ribosome associated GTPase 2 [Source:HGNC Symbol;Acc:HGNC:16239]
ENSG00000021488	SLC7A9	solute carrier family 7 member 9 [Source:HGNC Symbol;Acc:HGNC:11067]
ENSG00000125508	SRMS	src-related kinase lacking C-terminal regulatory tyrosine and N-terminal myristylation sites [Source:HGNC Symbol;Acc:HGNC:11298]
ENSG00000256630	RP11-428I12.1	
ENSG00000175287	PHYHD1	phytanoyl-CoA dioxygenase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:23396]
ENSG00000237055	MTCO1P48	mitochondrially encoded cytochrome c oxidase I pseudogene 48 [Source:HGNC Symbol;Acc:HGNC:52113]
ENSG00000088854	C20orf194	chromosome 20 open reading frame 194 [Source:HGNC Symbol;Acc:HGNC:17721]
ENSG00000010017	RANBP9	RAN binding protein 9 [Source:HGNC Symbol;Acc:HGNC:13727]
ENSG00000237980	RP11-338C15.3	
ENSG00000127831	VIL1	villin 1 [Source:HGNC Symbol;Acc:HGNC:12690]
ENSG00000017483	SLC38A5	solute carrier family 38 member 5 [Source:HGNC Symbol;Acc:HGNC:18070]
ENSG00000103647	CORO2B	coronin 2B [Source:HGNC Symbol;Acc:HGNC:2256]
ENSG00000072657	TRHDE	thyrotropin releasing hormone degrading enzyme [Source:HGNC Symbol;Acc:HGNC:30748]
ENSG00000255181	CCDC166	coiled-coil domain containing 166 [Source:HGNC Symbol;Acc:HGNC:41910]
ENSG00000135913	USP37	ubiquitin specific peptidase 37 [Source:HGNC Symbol;Acc:HGNC:20063]
ENSG00000143248	RGS5	regulator of G-protein signaling 5 [Source:HGNC Symbol;Acc:HGNC:10001]
ENSG00000184897	H1FX	H1 histone family member X [Source:HGNC Symbol;Acc:HGNC:4722]
ENSG00000173933	RBM4	RNA binding motif protein 4 [Source:HGNC Symbol;Acc:HGNC:9901]
ENSG00000197857	ZNF44	zinc finger protein 44 [Source:HGNC Symbol;Acc:HGNC:13110]
ENSG00000160404	TOR2A	torsin family 2 member A [Source:HGNC Symbol;Acc:HGNC:11996]
ENSG00000183813	CCR4	C-C motif chemokine receptor 4 [Source:HGNC Symbol;Acc:HGNC:1605]
ENSG00000259672	RP11-69G7.1	
ENSG00000109103	UNC119	unc-119 lipid binding chaperone [Source:HGNC Symbol;Acc:HGNC:12565]
ENSG00000230106	SNRPCP15	small nuclear ribonucleoprotein polypeptide C pseudogene 15 [Source:HGNC Symbol;Acc:HGNC:49830]
ENSG00000170423	KRT78	keratin 78 [Source:HGNC Symbol;Acc:HGNC:28926]
ENSG00000249256	ATP5LP3	ATP synthase, H+ transporting, mitochondrial Fo complex subunit G pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:13216]
ENSG00000143553	SNAPIN	SNAP associated protein [Source:HGNC Symbol;Acc:HGNC:17145]
ENSG00000137809	ITGA11	integrin subunit alpha 11 [Source:HGNC Symbol;Acc:HGNC:6136]
ENSG00000254457	OR5D2P	olfactory receptor family 5 subfamily D member 2 pseudogene [Source:HGNC Symbol;Acc:HGNC:8335]
ENSG00000272848	RP1-137D17.2	
ENSG00000248943	RP11-1026M7.3	
ENSG00000255261	OR7E4P	olfactory receptor family 7 subfamily E member 4 pseudogene [Source:HGNC Symbol;Acc:HGNC:8424]
ENSG00000172188	OR4C11	olfactory receptor family 4 subfamily C member 11 [Source:HGNC Symbol;Acc:HGNC:15167]
ENSG00000173567	ADGRF3	adhesion G protein-coupled receptor F3 [Source:HGNC Symbol;Acc:HGNC:18989]
ENSG00000087053	MTMR2	myotubularin related protein 2 [Source:HGNC Symbol;Acc:HGNC:7450]
ENSG00000233301	OR4C14P	olfactory receptor family 4 subfamily C member 14 pseudogene [Source:HGNC Symbol;Acc:HGNC:15170]
ENSG00000078319	PMS2P1	PMS1 homolog 2, mismatch repair system component pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:9123]
ENSG00000157119	KLHL40	kelch like family member 40 [Source:HGNC Symbol;Acc:HGNC:30372]
ENSG00000187678	SPRY4	sprouty RTK signaling antagonist 4 [Source:HGNC Symbol;Acc:HGNC:15533]
ENSG00000273082	LL22NC03-32F9.1	
ENSG00000229097	CALM2P2	calmodulin 2 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:1447]
ENSG00000198925	ATG9A	autophagy related 9A [Source:HGNC Symbol;Acc:HGNC:22408]
ENSG00000184402	SS18L1	SS18L1, nBAF chromatin remodeling complex subunit [Source:HGNC Symbol;Acc:HGNC:15592]
ENSG00000230188	RP11-405L18.4	
ENSG00000157168	NRG1	neuregulin 1 [Source:HGNC Symbol;Acc:HGNC:7997]
ENSG00000259595	RP11-516C1.1	
ENSG00000220556	RP1-202I21.3	
ENSG00000182791	CCDC87	coiled-coil domain containing 87 [Source:HGNC Symbol;Acc:HGNC:25579]
ENSG00000204547	DEFB122	defensin beta 122 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:18102]
ENSG00000214756	METTL12	methyltransferase like 12 [Source:HGNC Symbol;Acc:HGNC:33113]
ENSG00000159208	CIART	circadian associated repressor of transcription [Source:HGNC Symbol;Acc:HGNC:25200]
ENSG00000229821	RP11-567E21.3	
ENSG00000164796	CSMD3	CUB and Sushi multiple domains 3 [Source:HGNC Symbol;Acc:HGNC:19291]
ENSG00000236800	RP11-534L6.2	
ENSG00000226122	DDC-AS1	DDC antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40171]
ENSG00000233583	RP4-635A23.3	
ENSG00000113368	LMNB1	lamin B1 [Source:HGNC Symbol;Acc:HGNC:6637]
ENSG00000104904	OAZ1	ornithine decarboxylase antizyme 1 [Source:HGNC Symbol;Acc:HGNC:8095]
ENSG00000215692	AC114730.8	
ENSG00000220008	LINGO3	leucine rich repeat and Ig domain containing 3 [Source:HGNC Symbol;Acc:HGNC:21206]
ENSG00000182898	TCHHL1	trichohyalin like 1 [Source:HGNC Symbol;Acc:HGNC:31796]
ENSG00000163328	GPR155	G protein-coupled receptor 155 [Source:HGNC Symbol;Acc:HGNC:22951]
ENSG00000172508	CARNS1	carnosine synthase 1 [Source:HGNC Symbol;Acc:HGNC:29268]
ENSG00000147996	CBWD5	COBW domain containing 5 [Source:HGNC Symbol;Acc:HGNC:24584]
ENSG00000253618	GRPEL2-AS1	GRPEL2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:48999]
ENSG00000100151	PICK1	protein interacting with PRKCA 1 [Source:HGNC Symbol;Acc:HGNC:9394]
ENSG00000106565	TMEM176B	transmembrane protein 176B [Source:HGNC Symbol;Acc:HGNC:29596]
ENSG00000230226	RP4-697K14.3	
ENSG00000204619	PPP1R11	protein phosphatase 1 regulatory inhibitor subunit 11 [Source:HGNC Symbol;Acc:HGNC:9285]
ENSG00000172613	RAD9A	RAD9 checkpoint clamp component A [Source:HGNC Symbol;Acc:HGNC:9827]
ENSG00000089225	TBX5	T-box 5 [Source:HGNC Symbol;Acc:HGNC:11604]
ENSG00000267520	RP11-373L24.1	
ENSG00000165269	AQP7	aquaporin 7 [Source:HGNC Symbol;Acc:HGNC:640]
ENSG00000272916	RP11-574K11.31	bifunctional heparan sulfate N-deacetylase/N-sulfotransferase 2 isoform 2  [Source:RefSeq peptide;Acc:NP_001317036]
ENSG00000121879	PIK3CA	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha [Source:HGNC Symbol;Acc:HGNC:8975]
ENSG00000259148	RP11-322L17.1	
ENSG00000117133	RPF1	ribosome production factor 1 homolog [Source:HGNC Symbol;Acc:HGNC:30350]
ENSG00000053254	FOXN3	forkhead box N3 [Source:HGNC Symbol;Acc:HGNC:1928]
ENSG00000235808	MYL6P2	myosin light chain 6 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:23772]
ENSG00000229654	RP1-60O19.2	
ENSG00000170820	FSHR	follicle stimulating hormone receptor [Source:HGNC Symbol;Acc:HGNC:3969]
ENSG00000253595	LINC01300	long intergenic non-protein coding RNA 1300 [Source:HGNC Symbol;Acc:HGNC:50460]
ENSG00000259182	RP11-424I19.2	
ENSG00000254682	RP11-660L16.2	
ENSG00000211644	IGLV1-51	immunoglobulin lambda variable 1-51 [Source:HGNC Symbol;Acc:HGNC:5882]
ENSG00000133863	TEX15	testis expressed 15, meiosis and synapsis associated [Source:HGNC Symbol;Acc:HGNC:11738]
ENSG00000171877	FRMD5	FERM domain containing 5 [Source:HGNC Symbol;Acc:HGNC:28214]
ENSG00000248399	RP11-503N18.4	
ENSG00000267235	ZNF861P	zinc finger protein 861, pseudogene [Source:HGNC Symbol;Acc:HGNC:34514]
ENSG00000248933	USP17L22	ubiquitin specific peptidase 17-like family member 22 [Source:HGNC Symbol;Acc:HGNC:44450]
ENSG00000188636	LDOC1L	LDOC1 like [Source:HGNC Symbol;Acc:HGNC:13343]
ENSG00000259797	RP11-96D1.3	
ENSG00000224605	RP1-177I10.1	
ENSG00000166225	FRS2	fibroblast growth factor receptor substrate 2 [Source:HGNC Symbol;Acc:HGNC:16971]
ENSG00000267766	RP11-299P2.1	
ENSG00000248518	RP11-231C18.2	
ENSG00000237560	LINC01497	long intergenic non-protein coding RNA 1497 [Source:HGNC Symbol;Acc:HGNC:51163]
ENSG00000273344	PAXIP1-AS1	PAXIP1 antisense RNA 1 (head to head) [Source:HGNC Symbol;Acc:HGNC:27328]
ENSG00000123416	TUBA1B	tubulin alpha 1b [Source:HGNC Symbol;Acc:HGNC:18809]
ENSG00000130751	NPAS1	neuronal PAS domain protein 1 [Source:HGNC Symbol;Acc:HGNC:7894]
ENSG00000234031	RPS3AP44	ribosomal protein S3a pseudogene 44 [Source:HGNC Symbol;Acc:HGNC:36761]
ENSG00000253210	RP11-809O17.1	
ENSG00000179148	ALOXE3	arachidonate lipoxygenase 3 [Source:HGNC Symbol;Acc:HGNC:13743]
ENSG00000250678	CTB-161M19.1	
ENSG00000213877	CFL1P7	cofilin 1 pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:39959]
ENSG00000262099	CTC-524C5.5	
ENSG00000196152	ZNF79	zinc finger protein 79 [Source:HGNC Symbol;Acc:HGNC:13153]
ENSG00000138002	IFT172	intraflagellar transport 172 [Source:HGNC Symbol;Acc:HGNC:30391]
ENSG00000235513	RP4-756G23.5	
ENSG00000203797	DDO	D-aspartate oxidase [Source:HGNC Symbol;Acc:HGNC:2727]
ENSG00000112116	IL17F	interleukin 17F [Source:HGNC Symbol;Acc:HGNC:16404]
ENSG00000145002	FAM86B2	family with sequence similarity 86 member B2 [Source:HGNC Symbol;Acc:HGNC:32222]
ENSG00000267653	RP1-193H18.3	
ENSG00000068137	PLEKHH3	pleckstrin homology, MyTH4 and FERM domain containing H3 [Source:HGNC Symbol;Acc:HGNC:26105]
ENSG00000167748	KLK1	kallikrein 1 [Source:HGNC Symbol;Acc:HGNC:6357]
ENSG00000249550	LINC01234	long intergenic non-protein coding RNA 1234 [Source:HGNC Symbol;Acc:HGNC:49757]
ENSG00000160472	TMEM190	transmembrane protein 190 [Source:HGNC Symbol;Acc:HGNC:29632]
ENSG00000249426	CTC-448D22.1	
ENSG00000249347	RP11-747H12.4	
ENSG00000228005	AC020743.2	
ENSG00000224771	ATP2B2-IT2	ATP2B2 intronic transcript 2 [Source:HGNC Symbol;Acc:HGNC:41310]
ENSG00000256746	RP11-17G12.3	
ENSG00000248571	RP11-768B22.2	
ENSG00000233231	HNRNPA1P49	heterogeneous nuclear ribonucleoprotein A1 pseudogene 49 [Source:HGNC Symbol;Acc:HGNC:48779]
ENSG00000198818	SFT2D1	SFT2 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:21102]
ENSG00000005882	PDK2	pyruvate dehydrogenase kinase 2 [Source:HGNC Symbol;Acc:HGNC:8810]
ENSG00000229589	ACVR2B-AS1	ACVR2B antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44161]
ENSG00000116882	HAO2	hydroxyacid oxidase 2 [Source:HGNC Symbol;Acc:HGNC:4810]
ENSG00000186163	TRY2P	trypsinogen-like pseudogene [Source:EntrezGene;Acc:207147]
